"time","group","var","non-MSM","MSM","value"
2005,"Diagnoses and Incidence","# Diagnosed",33,35,68
2005.25,"Diagnoses and Incidence","# Diagnosed",17,39,56
2005.5,"Diagnoses and Incidence","# Diagnosed",30,32,62
2005.75,"Diagnoses and Incidence","# Diagnosed",25,35,60
2006,"Diagnoses and Incidence","# Diagnosed",21,34,55
2006.25,"Diagnoses and Incidence","# Diagnosed",24,38,62
2006.5,"Diagnoses and Incidence","# Diagnosed",23,29,52
2006.75,"Diagnoses and Incidence","# Diagnosed",30,31,61
2007,"Diagnoses and Incidence","# Diagnosed",37,41,78
2007.25,"Diagnoses and Incidence","# Diagnosed",21,42,63
2007.5,"Diagnoses and Incidence","# Diagnosed",32,36,68
2007.75,"Diagnoses and Incidence","# Diagnosed",22,32,54
2008,"Diagnoses and Incidence","# Diagnosed",24,25,49
2008.25,"Diagnoses and Incidence","# Diagnosed",25,47,72
2008.5,"Diagnoses and Incidence","# Diagnosed",28,29,57
2008.75,"Diagnoses and Incidence","# Diagnosed",22,24,46
2009,"Diagnoses and Incidence","# Diagnosed",27,49,76
2009.25,"Diagnoses and Incidence","# Diagnosed",32,33,65
2009.5,"Diagnoses and Incidence","# Diagnosed",22,29,51
2009.75,"Diagnoses and Incidence","# Diagnosed",18,26,44
2010,"Diagnoses and Incidence","# Diagnosed",34,33,67
2010.25,"Diagnoses and Incidence","# Diagnosed",16,31,47
2010.5,"Diagnoses and Incidence","# Diagnosed",29,31,60
2010.75,"Diagnoses and Incidence","# Diagnosed",22,30,52
2011,"Diagnoses and Incidence","# Diagnosed",21,46,67
2011.25,"Diagnoses and Incidence","# Diagnosed",13,31,44
2011.5,"Diagnoses and Incidence","# Diagnosed",19,25,44
2011.75,"Diagnoses and Incidence","# Diagnosed",28,37,65
2012,"Diagnoses and Incidence","# Diagnosed",28,33,61
2012.25,"Diagnoses and Incidence","# Diagnosed",24,39,63
2012.5,"Diagnoses and Incidence","# Diagnosed",19,28,47
2012.75,"Diagnoses and Incidence","# Diagnosed",23,22,45
2013,"Diagnoses and Incidence","# Diagnosed",15,33,48
2013.25,"Diagnoses and Incidence","# Diagnosed",20,29,49
2013.5,"Diagnoses and Incidence","# Diagnosed",18,28,46
2013.75,"Diagnoses and Incidence","# Diagnosed",22,31,53
2014,"Diagnoses and Incidence","# Diagnosed",17,26,43
2014.25,"Diagnoses and Incidence","# Diagnosed",19,22,41
2014.5,"Diagnoses and Incidence","# Diagnosed",21,22,43
2014.75,"Diagnoses and Incidence","# Diagnosed",19,22,41
2015,"Diagnoses and Incidence","# Diagnosed",16,20,36
2015.25,"Diagnoses and Incidence","# Diagnosed",16,36,52
2015.5,"Diagnoses and Incidence","# Diagnosed",29,45,74
2015.75,"Diagnoses and Incidence","# Diagnosed",26,33,59
2016,"Diagnoses and Incidence","# Diagnosed",28,32,60
2016.25,"Diagnoses and Incidence","# Diagnosed",24,18,42
2016.5,"Diagnoses and Incidence","# Diagnosed",28,30,58
2016.75,"Diagnoses and Incidence","# Diagnosed",25,27,52
2005,"Diagnoses and Incidence","Base Case",25.3029421245473,34.9623439125044,60.2652860370518
2005.25,"Diagnoses and Incidence","Base Case",25.1792290354541,34.8475466352656,60.0267756707197
2005.5,"Diagnoses and Incidence","Base Case",25.2545021565051,34.6817168186351,59.9362189751403
2005.75,"Diagnoses and Incidence","Base Case",25.252826472326,34.6125357163827,59.8653621887087
2006,"Diagnoses and Incidence","Base Case",25.3471920373748,34.5461294757602,59.893321513135
2006.25,"Diagnoses and Incidence","Base Case",25.4876556009629,34.5218925572637,60.0095481582266
2006.5,"Diagnoses and Incidence","Base Case",25.5868919966921,34.4585511205983,60.0454431172904
2006.75,"Diagnoses and Incidence","Base Case",25.6670085268678,34.5587968195493,60.2258053464171
2007,"Diagnoses and Incidence","Base Case",25.461629563361,34.6008464398954,60.0624760032564
2007.25,"Diagnoses and Incidence","Base Case",25.0417724768205,34.3320190497652,59.3737915265857
2007.5,"Diagnoses and Incidence","Base Case",24.6730611358655,33.8513802801371,58.5244414160026
2007.75,"Diagnoses and Incidence","Base Case",24.219060222823,33.4160833616882,57.6351435845112
2008,"Diagnoses and Incidence","Base Case",23.8583367970218,33.1407605589596,56.9990973559814
2008.25,"Diagnoses and Incidence","Base Case",23.5187420297672,33.0228280178666,56.5415700476338
2008.5,"Diagnoses and Incidence","Base Case",23.120534585987,32.5694324461494,55.6899670321364
