"time","group","var","MSM","non-MSM","value"
2005,"Diagnoses and Incidence","# Diagnosed",58,28,86
2005.25,"Diagnoses and Incidence","# Diagnosed",53,18,71
2005.5,"Diagnoses and Incidence","# Diagnosed",49,19,68
2005.75,"Diagnoses and Incidence","# Diagnosed",59,28,87
2006,"Diagnoses and Incidence","# Diagnosed",56,19,75
2006.25,"Diagnoses and Incidence","# Diagnosed",62,26,88
2006.5,"Diagnoses and Incidence","# Diagnosed",53,15,68
2006.75,"Diagnoses and Incidence","# Diagnosed",50,18,68
2007,"Diagnoses and Incidence","# Diagnosed",59,25,84
2007.25,"Diagnoses and Incidence","# Diagnosed",66,18,84
2007.5,"Diagnoses and Incidence","# Diagnosed",63,21,84
2007.75,"Diagnoses and Incidence","# Diagnosed",45,18,63
2008,"Diagnoses and Incidence","# Diagnosed",50,23,73
2008.25,"Diagnoses and Incidence","# Diagnosed",57,32,89
2008.5,"Diagnoses and Incidence","# Diagnosed",46,27,73
2008.75,"Diagnoses and Incidence","# Diagnosed",57,18,75
2009,"Diagnoses and Incidence","# Diagnosed",45,18,63
2009.25,"Diagnoses and Incidence","# Diagnosed",62,14,76
2009.5,"Diagnoses and Incidence","# Diagnosed",54,15,69
2009.75,"Diagnoses and Incidence","# Diagnosed",61,29,90
2010,"Diagnoses and Incidence","# Diagnosed",72,19,91
2010.25,"Diagnoses and Incidence","# Diagnosed",68,13,81
2010.5,"Diagnoses and Incidence","# Diagnosed",60,16,76
2010.75,"Diagnoses and Incidence","# Diagnosed",56,14,70
2011,"Diagnoses and Incidence","# Diagnosed",49,20,69
2011.25,"Diagnoses and Incidence","# Diagnosed",56,12,68
2011.5,"Diagnoses and Incidence","# Diagnosed",48,16,64
2011.75,"Diagnoses and Incidence","# Diagnosed",52,13,65
2012,"Diagnoses and Incidence","# Diagnosed",53,22,75
2012.25,"Diagnoses and Incidence","# Diagnosed",55,20,75
2012.5,"Diagnoses and Incidence","# Diagnosed",50,19,69
2012.75,"Diagnoses and Incidence","# Diagnosed",43,19,62
2013,"Diagnoses and Incidence","# Diagnosed",52,21,73
2013.25,"Diagnoses and Incidence","# Diagnosed",44,21,65
2013.5,"Diagnoses and Incidence","# Diagnosed",40,17,57
2013.75,"Diagnoses and Incidence","# Diagnosed",42,12,54
2014,"Diagnoses and Incidence","# Diagnosed",33,22,55
2014.25,"Diagnoses and Incidence","# Diagnosed",60,18,78
2014.5,"Diagnoses and Incidence","# Diagnosed",60,28,88
2014.75,"Diagnoses and Incidence","# Diagnosed",34,16,50
2015,"Diagnoses and Incidence","# Diagnosed",37,24,61
2015.25,"Diagnoses and Incidence","# Diagnosed",38,16,54
2015.5,"Diagnoses and Incidence","# Diagnosed",47,11,58
2015.75,"Diagnoses and Incidence","# Diagnosed",39,20,59
2016,"Diagnoses and Incidence","# Diagnosed",43,16,59
