"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"MSM Inside KC",2010,"PLWHA","PLWHA",NA,4881,NA
"MSM Inside KC",2010,"Base Case","Undiagnosed Cases",377.4,387.4,399.6
"MSM Inside KC",2010,"Base Case","True Prevalence",5258.4,5268.4,5280.6
"MSM Inside KC",2010,"Base Case","Undiagnosed Fraction (%)",7.2,7.4,7.6
"MSM Inside KC",2010,"Upper Bound","Undiagnosed Cases",739.1,753.9,772.2
"MSM Inside KC",2010,"Upper Bound","True Prevalence",5620.1,5634.9,5653.2
"MSM Inside KC",2010,"Upper Bound","Undiagnosed Fraction (%)",13.2,13.4,13.7
"MSM Inside KC",2011,"PLWHA","PLWHA",NA,4788,NA
"MSM Inside KC",2011,"Base Case","Undiagnosed Cases",370.9,373,375.5
"MSM Inside KC",2011,"Base Case","True Prevalence",5158.9,5161,5163.5
"MSM Inside KC",2011,"Base Case","Undiagnosed Fraction (%)",7.2,7.2,7.3
"MSM Inside KC",2011,"Upper Bound","Undiagnosed Cases",724.1,729.6,735.7
"MSM Inside KC",2011,"Upper Bound","True Prevalence",5512.1,5517.6,5523.7
"MSM Inside KC",2011,"Upper Bound","Undiagnosed Fraction (%)",13.1,13.2,13.3
"MSM Inside KC",2012,"PLWHA","PLWHA",NA,4789,NA
"MSM Inside KC",2012,"Base Case","Undiagnosed Cases",351,358.6,367.5
"MSM Inside KC",2012,"Base Case","True Prevalence",5140,5147.6,5156.5
"MSM Inside KC",2012,"Base Case","Undiagnosed Fraction (%)",6.8,7,7.1
"MSM Inside KC",2012,"Upper Bound","Undiagnosed Cases",691.3,703.2,717.3
"MSM Inside KC",2012,"Upper Bound","True Prevalence",5480.3,5492.2,5506.3
"MSM Inside KC",2012,"Upper Bound","Undiagnosed Fraction (%)",12.6,12.8,13
"MSM Inside KC",2013,"PLWHA","PLWHA",NA,4890,NA
"MSM Inside KC",2013,"Base Case","Undiagnosed Cases",338,341.2,347.7
"MSM Inside KC",2013,"Base Case","True Prevalence",5228,5231.2,5237.7
"MSM Inside KC",2013,"Base Case","Undiagnosed Fraction (%)",6.5,6.5,6.6
"MSM Inside KC",2013,"Upper Bound","Undiagnosed Cases",668.5,674.5,684
"MSM Inside KC",2013,"Upper Bound","True Prevalence",5558.5,5564.5,5574
"MSM Inside KC",2013,"Upper Bound","Undiagnosed Fraction (%)",12,12.1,12.3
"MSM Inside KC",2014,"PLWHA","PLWHA",NA,4970,NA
"MSM Inside KC",2014,"Base Case","Undiagnosed Cases",313.7,330.7,342.2
"MSM Inside KC",2014,"Base Case","True Prevalence",5283.7,5300.7,5312.2
"MSM Inside KC",2014,"Base Case","Undiagnosed Fraction (%)",5.9,6.2,6.4
"MSM Inside KC",2014,"Upper Bound","Undiagnosed Cases",626.2,650,670.6
"MSM Inside KC",2014,"Upper Bound","True Prevalence",5596.2,5620,5640.6
"MSM Inside KC",2014,"Upper Bound","Undiagnosed Fraction (%)",11.2,11.6,11.9
"MSM Inside KC",2015,"PLWHA","PLWHA",NA,5040,NA
"MSM Inside KC",2015,"Base Case","Undiagnosed Cases",301,309.5,314.3
"MSM Inside KC",2015,"Base Case","True Prevalence",5341,5349.5,5354.3
"MSM Inside KC",2015,"Base Case","Undiagnosed Fraction (%)",5.6,5.8,5.9
"MSM Inside KC",2015,"Upper Bound","Undiagnosed Cases",599.1,613.6,624.3
