"time","group","var","MSM","non-MSM","value"
2005,"Diagnoses and Incidence","# Diagnosed",58,28,86
2005.25,"Diagnoses and Incidence","# Diagnosed",54,16,70
2005.5,"Diagnoses and Incidence","# Diagnosed",49,19,68
2005.75,"Diagnoses and Incidence","# Diagnosed",58,28,86
2006,"Diagnoses and Incidence","# Diagnosed",56,19,75
2006.25,"Diagnoses and Incidence","# Diagnosed",61,26,87
2006.5,"Diagnoses and Incidence","# Diagnosed",53,16,69
2006.75,"Diagnoses and Incidence","# Diagnosed",51,17,68
2007,"Diagnoses and Incidence","# Diagnosed",60,23,83
2007.25,"Diagnoses and Incidence","# Diagnosed",66,18,84
2007.5,"Diagnoses and Incidence","# Diagnosed",63,21,84
2007.75,"Diagnoses and Incidence","# Diagnosed",45,18,63
2008,"Diagnoses and Incidence","# Diagnosed",51,23,74
2008.25,"Diagnoses and Incidence","# Diagnosed",58,30,88
2008.5,"Diagnoses and Incidence","# Diagnosed",46,28,74
2008.75,"Diagnoses and Incidence","# Diagnosed",55,18,73
2009,"Diagnoses and Incidence","# Diagnosed",45,18,63
2009.25,"Diagnoses and Incidence","# Diagnosed",62,14,76
2009.5,"Diagnoses and Incidence","# Diagnosed",54,15,69
2009.75,"Diagnoses and Incidence","# Diagnosed",61,28,89
2010,"Diagnoses and Incidence","# Diagnosed",73,19,92
2010.25,"Diagnoses and Incidence","# Diagnosed",68,13,81
2010.5,"Diagnoses and Incidence","# Diagnosed",60,16,76
2010.75,"Diagnoses and Incidence","# Diagnosed",55,14,69
2011,"Diagnoses and Incidence","# Diagnosed",50,20,70
2011.25,"Diagnoses and Incidence","# Diagnosed",56,13,69
2011.5,"Diagnoses and Incidence","# Diagnosed",48,16,64
2011.75,"Diagnoses and Incidence","# Diagnosed",52,13,65
2012,"Diagnoses and Incidence","# Diagnosed",53,22,75
2012.25,"Diagnoses and Incidence","# Diagnosed",55,20,75
2012.5,"Diagnoses and Incidence","# Diagnosed",50,19,69
2012.75,"Diagnoses and Incidence","# Diagnosed",44,19,63
2013,"Diagnoses and Incidence","# Diagnosed",52,21,73
2013.25,"Diagnoses and Incidence","# Diagnosed",44,20,64
2013.5,"Diagnoses and Incidence","# Diagnosed",41,16,57
2013.75,"Diagnoses and Incidence","# Diagnosed",43,11,54
2014,"Diagnoses and Incidence","# Diagnosed",32,24,56
2014.25,"Diagnoses and Incidence","# Diagnosed",61,17,78
2014.5,"Diagnoses and Incidence","# Diagnosed",61,27,88
2014.75,"Diagnoses and Incidence","# Diagnosed",35,16,51
2015,"Diagnoses and Incidence","# Diagnosed",38,24,62
2015.25,"Diagnoses and Incidence","# Diagnosed",40,15,55
2015.5,"Diagnoses and Incidence","# Diagnosed",47,10,57
2015.75,"Diagnoses and Incidence","# Diagnosed",39,21,60
2016,"Diagnoses and Incidence","# Diagnosed",44,17,61
2016.25,"Diagnoses and Incidence","# Diagnosed",35,17,52
2016.5,"Diagnoses and Incidence","# Diagnosed",35,21,56
2016.75,"Diagnoses and Incidence","# Diagnosed",30,17,47
2017,"Diagnoses and Incidence","# Diagnosed",25,24,49
2017.25,"Diagnoses and Incidence","# Diagnosed",37,15,52
2017.5,"Diagnoses and Incidence","# Diagnosed",38,20,58
2017.75,"Diagnoses and Incidence","# Diagnosed",37,18,55
2018,"Diagnoses and Incidence","# Diagnosed",47,35,82
2018.25,"Diagnoses and Incidence","# Diagnosed",33,37,70
2005,"Diagnoses and Incidence","Base Case",55.5734199769683,20.1789949378865,75.7524149148548
2005.25,"Diagnoses and Incidence","Base Case",55.5201675166958,19.9072691622128,75.4274366789086
2005.5,"Diagnoses and Incidence","Base Case",55.5988476885487,19.7831573284761,75.3820050170248
2005.75,"Diagnoses and Incidence","Base Case",55.8462730921257,19.6099215343862,75.4561946265119
2006,"Diagnoses and Incidence","Base Case",55.9870568587972,19.337360488963,75.3244173477602
2006.25,"Diagnoses and Incidence","Base Case",56.0666612015489,19.1929677676275,75.2596289691764
2006.5,"Diagnoses and Incidence","Base Case",56.0161122728454,18.9625564918886,74.9786687647341
2006.75,"Diagnoses and Incidence","Base Case",56.0731584731561,18.9185943424392,74.9917528155954
2007,"Diagnoses and Incidence","Base Case",56.1699708931906,18.8780426671204,75.048013560311
2007.25,"Diagnoses and Incidence","Base Case",56.0061422170244,18.8639043951306,74.870046612155
2007.5,"Diagnoses and Incidence","Base Case",55.5214378693318,18.8407243791601,74.3621622484918
2007.75,"Diagnoses and Incidence","Base Case",54.997082717855,18.7285502947751,73.7256330126301
2008,"Diagnoses and Incidence","Base Case",54.9163061003383,18.5282999446744,73.4446060450127
2008.25,"Diagnoses and Incidence","Base Case",55.0181971368985,18.0138449082662,73.0320420451647
2008.5,"Diagnoses and Incidence","Base Case",55.1757128257042,17.1662791928998,72.341992018604
2008.75,"Diagnoses and Incidence","Base Case",55.670166611248,16.2704133838806,71.9405799951285
2009,"Diagnoses and Incidence","Base Case",56.2359023894112,15.5524110133141,71.7883134027253
2009.25,"Diagnoses and Incidence","Base Case",57.0000641232999,15.0981280701823,72.0981921934822
2009.5,"Diagnoses and Incidence","Base Case",57.4578427186544,14.7921489285605,72.2499916472149
2009.75,"Diagnoses and Incidence","Base Case",57.7592725655126,14.5246235772971,72.2838961428097
2010,"Diagnoses and Incidence","Base Case",57.5923640807402,14.1141710720929,71.7065351528331
2010.25,"Diagnoses and Incidence","Base Case",56.7287237281876,13.9471327090306,70.6758564372183
2010.5,"Diagnoses and Incidence","Base Case",55.4756725119441,13.9989808021977,69.4746533141418
2010.75,"Diagnoses and Incidence","Base Case",54.140619721803,14.2154243386107,68.3560440604137
2011,"Diagnoses and Incidence","Base Case",52.9031588154182,14.5860945964333,67.4892534118515
2011.25,"Diagnoses and Incidence","Base Case",51.8329508604407,15.0723866038035,66.9053374642442
2011.5,"Diagnoses and Incidence","Base Case",50.7587511127994,15.7067059784043,66.4654570912037
2011.75,"Diagnoses and Incidence","Base Case",49.85208104253,16.4038159887151,66.2558970312451
2012,"Diagnoses and Incidence","Base Case",48.9054640016613,17.0478779585995,65.9533419602608
2012.25,"Diagnoses and Incidence","Base Case",47.8650118154381,17.4913867263463,65.3563985417844
2012.5,"Diagnoses and Incidence","Base Case",46.7110157555741,17.8051090811599,64.516124836734
2012.75,"Diagnoses and Incidence","Base Case",45.6372048125133,18.0534185094242,63.6906233219375
2013,"Diagnoses and Incidence","Base Case",44.7480287527407,18.2127787369248,62.9608074896655
2013.25,"Diagnoses and Incidence","Base Case",43.8158513377524,18.3534823146493,62.1693336524018
2013.5,"Diagnoses and Incidence","Base Case",43.1324529911943,18.5152409912817,61.647693982476
2013.75,"Diagnoses and Incidence","Base Case",42.7135959828067,18.8569582336132,61.5705542164199
2014,"Diagnoses and Incidence","Base Case",42.4386993913514,19.2547531501042,61.6934525414555
2014.25,"Diagnoses and Incidence","Base Case",42.3267836968863,19.4950723808556,61.8218560777419
2014.5,"Diagnoses and Incidence","Base Case",41.3442604345109,19.6519240317826,60.9961844662935
2014.75,"Diagnoses and Incidence","Base Case",39.8693386794034,19.6898200463256,59.5591587257289
2015,"Diagnoses and Incidence","Base Case",38.8430125621281,19.863732425153,58.7067449872812
2015.25,"Diagnoses and Incidence","Base Case",38.0137531601019,20.1447105000192,58.1584636601212
2015.5,"Diagnoses and Incidence","Base Case",37.1690014242544,20.7768177612147,57.9458191854691
2015.75,"Diagnoses and Incidence","Base Case",36.0877617539233,21.6982327960176,57.7859945499409
2016,"Diagnoses and Incidence","Base Case",35.0700339961598,22.6413899263342,57.711423922494
2016.25,"Diagnoses and Incidence","Base Case",34.0065303053482,23.7322437212781,57.7387740266262
2016.5,"Diagnoses and Incidence","Base Case",33.3006648471752,24.8886031215099,58.1892679686851
2016.75,"Diagnoses and Incidence","Base Case",32.9736998879302,26.0638105764224,59.0375104643526
2017,"Diagnoses and Incidence","Base Case",33.2046221901386,27.2723239937198,60.4769461838583
2017.25,"Diagnoses and Incidence","Base Case",33.9540438599414,28.4559497477974,62.4099936077388
2017.5,"Diagnoses and Incidence","Base Case",34.5731994401047,29.6992470241888,64.2724464642935
2017.75,"Diagnoses and Incidence","Base Case",35.0165898009602,30.8089228425458,65.825512643506
2018,"Diagnoses and Incidence","Base Case",35.2590473217408,31.6428289596678,66.9018762814087
2018.25,"Diagnoses and Incidence","Base Case",35.0663415722899,31.9463472373284,67.0126888096184
2005,"Undiagnosed Cases","Base Case",346.455344776613,402.225863867635,748.681208644247
2005.25,"Undiagnosed Cases","Base Case",344.510721430117,399.545764662321,744.056486092438
2005.5,"Undiagnosed Cases","Base Case",346.733348617832,402.02363445893,748.756983076762
2005.75,"Undiagnosed Cases","Base Case",350.270924315962,398.523435096247,748.794359412209
2006,"Undiagnosed Cases","Base Case",349.943217177077,393.865393465471,743.808610642548
2006.25,"Undiagnosed Cases","Base Case",348.969508961538,390.888824233438,739.858333194976
2006.5,"Undiagnosed Cases","Base Case",346.780368975627,388.144502378268,734.924871353896
2006.75,"Undiagnosed Cases","Base Case",350.407716688707,390.550408556224,740.958125244931
2007,"Undiagnosed Cases","Base Case",354.005881093302,389.328914039681,743.334795132983
2007.25,"Undiagnosed Cases","Base Case",350.606370189056,387.727100036028,738.333470225084
2007.5,"Undiagnosed Cases","Base Case",342.068229983227,387.40331805126,729.471548034487
2007.75,"Undiagnosed Cases","Base Case",338.186314781278,386.961905933137,725.148220714415
2008,"Undiagnosed Cases","Base Case",343.096440391649,386.15465764128,729.251098032929
2008.25,"Undiagnosed Cases","Base Case",343.002665424306,378.868720592972,721.871386017278
2008.5,"Undiagnosed Cases","Base Case",342.460307279842,367.200902105316,709.661209385158
2008.75,"Undiagnosed Cases","Base Case",346.836905493423,359.892591029309,706.729496522732
2009,"Undiagnosed Cases","Base Case",350.841154669853,356.624751172518,707.465905842371
2009.25,"Undiagnosed Cases","Base Case",357.834072331478,355.275091131812,713.109163463289
2009.5,"Undiagnosed Cases","Base Case",359.088681233008,355.453501065951,714.54218229896
2009.75,"Undiagnosed Cases","Base Case",364.758202942835,348.893331831931,713.651534774766
2010,"Undiagnosed Cases","Base Case",363.375924718814,338.820390485107,702.196315203921
