"time","group","var","non-MSM","MSM","value"
2012,"Diagnoses and Incidence","# Diagnosed",19,50,69
2012.25,"Diagnoses and Incidence","# Diagnosed",20,54,74
2012.5,"Diagnoses and Incidence","# Diagnosed",12,48,60
2012.75,"Diagnoses and Incidence","# Diagnosed",13,43,56
2013,"Diagnoses and Incidence","# Diagnosed",12,48,60
2013.25,"Diagnoses and Incidence","# Diagnosed",16,41,57
2013.5,"Diagnoses and Incidence","# Diagnosed",13,40,53
2013.75,"Diagnoses and Incidence","# Diagnosed",6,39,45
2014,"Diagnoses and Incidence","# Diagnosed",15,32,47
2014.25,"Diagnoses and Incidence","# Diagnosed",11,55,66
2014.5,"Diagnoses and Incidence","# Diagnosed",14,55,69
2014.75,"Diagnoses and Incidence","# Diagnosed",10,30,40
2015,"Diagnoses and Incidence","# Diagnosed",19,36,55
2015.25,"Diagnoses and Incidence","# Diagnosed",10,39,49
2015.5,"Diagnoses and Incidence","# Diagnosed",8,46,54
2015.75,"Diagnoses and Incidence","# Diagnosed",12,35,47
2016,"Diagnoses and Incidence","# Diagnosed",12,38,50
2016.25,"Diagnoses and Incidence","# Diagnosed",14,31,45
2016.5,"Diagnoses and Incidence","# Diagnosed",14,30,44
2016.75,"Diagnoses and Incidence","# Diagnosed",12,27,39
2017,"Diagnoses and Incidence","# Diagnosed",13,23,36
2017.25,"Diagnoses and Incidence","# Diagnosed",9,32,41
2017.5,"Diagnoses and Incidence","# Diagnosed",15,29,44
2017.75,"Diagnoses and Incidence","# Diagnosed",12,29,41
2018,"Diagnoses and Incidence","# Diagnosed",16,43,59
2018.25,"Diagnoses and Incidence","# Diagnosed",26,25,51
2018.5,"Diagnoses and Incidence","# Diagnosed",23,28,51
2018.75,"Diagnoses and Incidence","# Diagnosed",25,32,57
2012,"Diagnoses and Incidence","Base Case",12.5833224709327,46.3016024160905,58.8849248870232
2012.25,"Diagnoses and Incidence","Base Case",11.8384465946612,45.6248692207848,57.4633158154459
2012.5,"Diagnoses and Incidence","Base Case",11.0451965675882,44.6084563752861,55.6536529428743
2012.75,"Diagnoses and Incidence","Base Case",10.4688553056318,43.5641032309807,54.0329585366126
2013,"Diagnoses and Incidence","Base Case",10.0158238157477,42.6160645088786,52.6318883246263
2013.25,"Diagnoses and Incidence","Base Case",9.68362699345763,41.6018471454364,51.285474138894
2013.5,"Diagnoses and Incidence","Base Case",9.3841069799946,40.8150889696054,50.1991959496
2013.75,"Diagnoses and Incidence","Base Case",9.39219987194865,40.2336526829039,49.6258525548526
2014,"Diagnoses and Incidence","Base Case",9.63501447954218,39.8354796993795,49.4704941789217
2014.25,"Diagnoses and Incidence","Base Case",9.90945185806778,39.6080079789546,49.5174598370224
2014.5,"Diagnoses and Incidence","Base Case",10.2555404807617,38.5387579994173,48.794298480179
2014.75,"Diagnoses and Incidence","Base Case",10.6234644023431,36.980308530868,47.6037729332111
2015,"Diagnoses and Incidence","Base Case",10.969230306994,35.9552265646638,46.9244568716579
2015.25,"Diagnoses and Incidence","Base Case",11.2527515071965,35.0160733851422,46.2688248923387
2015.5,"Diagnoses and Incidence","Base Case",11.8917885459421,33.8850510221235,45.7768395680656
2015.75,"Diagnoses and Incidence","Base Case",12.8110674055896,32.3268930636354,45.137960469225
2016,"Diagnoses and Incidence","Base Case",13.8137086908209,30.8763597257926,44.6900684166136
2016.25,"Diagnoses and Incidence","Base Case",14.8831789688604,29.427133822968,44.3103127918284
2016.5,"Diagnoses and Incidence","Base Case",15.9653195256792,28.3418266571791,44.3071461828582
2016.75,"Diagnoses and Incidence","Base Case",17.1601741265186,27.6466149774555,44.806789103974
2017,"Diagnoses and Incidence","Base Case",18.5004414423991,27.4615380587379,45.961979501137
2017.25,"Diagnoses and Incidence","Base Case",19.9819529729867,27.8021127862235,47.7840657592102
2017.5,"Diagnoses and Incidence","Base Case",21.6021075476555,28.0717217865453,49.6738293342008
2017.75,"Diagnoses and Incidence","Base Case",23.1562831071195,28.4043679098517,51.5606510169712
2018,"Diagnoses and Incidence","Base Case",24.622218050458,28.628659832126,53.250877882584
2018.25,"Diagnoses and Incidence","Base Case",25.687170755925,28.1988983590663,53.8860691149913
2018.5,"Diagnoses and Incidence","Base Case",26.2294248162639,28.191655412406,54.4210802286699
2018.75,"Diagnoses and Incidence","Base Case",26.4267942468241,28.3055473591857,54.7323416060098
2012,"Undiagnosed Cases","Base Case",279.199712173488,300.058407982389,579.258120155876
2012.25,"Undiagnosed Cases","Base Case",271.652970934116,296.78330462168,568.436275555796
2012.5,"Undiagnosed Cases","Base Case",266.219241649118,290.641463146982,556.8607047961
2012.75,"Undiagnosed Cases","Base Case",263.930135891818,287.866801355206,551.796937247024
2013,"Undiagnosed Cases","Base Case",261.20410842761,285.547331725824,546.751440153434
2013.25,"Undiagnosed Cases","Base Case",256.824631833033,280.756999766061,537.581631599094
