"Subgroup","Year","Diagnoses/Case","Estimate","Min.","Mean","Max."
"non-MSM",2012,"PLWHA","PLWHA",NA,1447,NA
"non-MSM",2012,"Base Case","Undiagnosed Cases",263.9,270.3,279.2
"non-MSM",2012,"Base Case","True Prevalence",1710.9,1717.3,1726.2
"non-MSM",2012,"Base Case","Undiagnosed Fraction (%)",15.4,15.7,16.2
"non-MSM",2012,"Upper Bound","Undiagnosed Cases",524.8,527.2,531.5
"non-MSM",2012,"Upper Bound","True Prevalence",1971.8,1974.2,1978.5
"non-MSM",2012,"Upper Bound","Undiagnosed Fraction (%)",26.6,26.7,26.9
"non-MSM",2013,"PLWHA","PLWHA",NA,1492,NA
"non-MSM",2013,"Base Case","Undiagnosed Cases",250.6,254.9,261.2
"non-MSM",2013,"Base Case","True Prevalence",1742.6,1746.9,1753.2
"non-MSM",2013,"Base Case","Undiagnosed Fraction (%)",14.4,14.6,14.9
"non-MSM",2013,"Upper Bound","Undiagnosed Cases",526.4,528,530.7
"non-MSM",2013,"Upper Bound","True Prevalence",2018.4,2020,2022.7
"non-MSM",2013,"Upper Bound","Undiagnosed Fraction (%)",26.1,26.1,26.2
"non-MSM",2014,"PLWHA","PLWHA",NA,1541,NA
"non-MSM",2014,"Base Case","Undiagnosed Cases",242.8,245.8,249.7
"non-MSM",2014,"Base Case","True Prevalence",1783.8,1786.8,1790.7
"non-MSM",2014,"Base Case","Undiagnosed Fraction (%)",13.6,13.8,13.9
"non-MSM",2014,"Upper Bound","Undiagnosed Cases",534.5,537.9,542.1
"non-MSM",2014,"Upper Bound","True Prevalence",2075.5,2078.9,2083.1
"non-MSM",2014,"Upper Bound","Undiagnosed Fraction (%)",25.8,25.9,26
"non-MSM",2015,"PLWHA","PLWHA",NA,1559,NA
"non-MSM",2015,"Base Case","Undiagnosed Cases",235.4,238.1,240.2
"non-MSM",2015,"Base Case","True Prevalence",1794.4,1797.1,1799.2
"non-MSM",2015,"Base Case","Undiagnosed Fraction (%)",13.1,13.2,13.4
"non-MSM",2015,"Upper Bound","Undiagnosed Cases",543.2,549.3,558.7
"non-MSM",2015,"Upper Bound","True Prevalence",2102.2,2108.3,2117.7
"non-MSM",2015,"Upper Bound","Undiagnosed Fraction (%)",25.8,26.1,26.4
"non-MSM",2016,"PLWHA","PLWHA",NA,1581,NA
"non-MSM",2016,"Base Case","Undiagnosed Cases",241.8,244.9,248.9
"non-MSM",2016,"Base Case","True Prevalence",1822.8,1825.9,1829.9
"non-MSM",2016,"Base Case","Undiagnosed Fraction (%)",13.3,13.4,13.6
"non-MSM",2016,"Upper Bound","Undiagnosed Cases",564.8,574.4,584.9
"non-MSM",2016,"Upper Bound","True Prevalence",2145.8,2155.4,2165.9
"non-MSM",2016,"Upper Bound","Undiagnosed Fraction (%)",26.3,26.6,27
"non-MSM",2017,"PLWHA","PLWHA",NA,1658,NA
"non-MSM",2017,"Base Case","Undiagnosed Cases",254.4,268.2,282.8
"non-MSM",2017,"Base Case","True Prevalence",1912.4,1926.2,1940.8
"non-MSM",2017,"Base Case","Undiagnosed Fraction (%)",13.3,13.9,14.6
"non-MSM",2017,"Upper Bound","Undiagnosed Cases",594.1,611.7,629.2
"non-MSM",2017,"Upper Bound","True Prevalence",2252.1,2269.7,2287.2
"non-MSM",2017,"Upper Bound","Undiagnosed Fraction (%)",26.4,27,27.5
"non-MSM",2018,"PLWHA","PLWHA",NA,1702,NA
"non-MSM",2018,"Base Case","Undiagnosed Cases",295.4,303.5,309.8
